,writer,title
483,주벵이,접속 햇느데요 신서버 이름이 안보이네요?
484,댓글영정먹금,왜 안되냐 ? 어떻해 하는거임 ?...
485,게으른나귀,무자본으로 소소하게 즐길건데
486,전사하벨,Tj의 선물상자 받았는디요
487,용왕,★★판도라서버 정보공유 오픈채팅방★★
488,두잉겜,오늘 받은 개꿀 보상들
489,쓰부럴,3시간 굴려봤는디..
490,발효중,개돼지들 ㅎㅇ
491,티코,형들 지금 신서버 안열렸어?
492,Bender,살짝 해볼랬는데 아인없으면
493,컨신,복귀용사 3일쿠폰 없나요?
494,꾜우슬,서버목록중에서요 ~ ~
495,머하는거냐,무과금못한다
496,코륨광맥,리마스터 구글가능하나요?
497,미미미미미메,저 드다천개받는 쿠폰썼는데요
498,무나시가,리마스터 데스섭 지금 되나요?
499,개발이,악질 기업 엔씨소프트 이제 가만히 있으면 안..
500,프미섭영혼남,무소과금 용기사 다엘 추천점요ㅜㅜ
501,fcmedia,데스섭 판도라섭 아이디 평가좀
502,삶의기쁨,tj 쿠폰 대체 어디서 받는 건가요?
503,니얼굴쩔어,리니지랑 리니지 리마스터랑 별개인건가요?
504,Theken,신서버 오픈 7시구나 ㅠㅠ
505,DogDrip,리니지 재설치해야함?
506,원조할매국밥,지금 1섭이어디임?
507,즐겜유저키엘,소과금 용기사 다엘 중 어느것이??
508,개발이,무자본으로 할 생각인데..
509,핑거셈,역시 최강 지존검
510,Roah,점검 완료 - 리마스터 점검
511,원조할매국밥,신섭오픈이 7시임?
512,아동기,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 내이럴줄알았다
513,쟌슨빌,발라카스 외자 닉 평가좀 애매합니다
514,아이온어렵다,안녕하세요 형님덜 케릭추천좀 부탁드립니다
515,기르점,발라카스서버 혈원 모집합니다.
516,중대,리마스터 구글 계정거래로 판매 구매 가능한가..
517,고든래빗,지금 리니지 투클라 안되나요 ?
518,하야안손,PK도 자동공격 되나요?
519,겨울날,리마스터 서버중에 사람많은곳 어디일까여
520,gnfejfejf,형들 리니지 리마스터 그래픽은 신서버만 적용..
521,갈겨1,"간단한 직업 소개 1편 (기사,다엘,전사,용.."
522,아이디귀차나,리니지 외자 닉 이런것도 팔릴라나ㅜ
523,네오지아,옛기억밖에 없는 뉴비인데 스텟 관련해서 정보..
524,v붕붕v,데스나이트 레어닉 감정좀
525,호빵아줌마,닉넴평가좀
526,뒷모습만뻑가,레어법사아이디
527,다크오션,이 시점에 구섭 아이템 팔리려나요?
528,귀혼,어떤 이유에서인지 통합계정이 제재가 되있네요..
529,원장,판도라의 보석은 어디서 얻어요 형들?
530,청룡유저,리니지 자체를 처음해보는데
531,와작1313,발라카스 닉
532,미즈나시아무,데스] 뉴비 입니다.
533,미즈나시아무,외자긴 한데 떫다...
534,병간다,막피 ( x ) 맛피 ( o ) !!! 안녕..
535,병간다,너!! 방송접어라. 섭대표!! 막피가 방송을..
536,한빈,신섭 외자 2개 잡았는데 평가좀...
537,포세이돈01,리마스타 외자 닉
538,이블헤어,아이디 괜찮?
539,똥개불패,"열정, 노력 << 괜찮?"
540,삐림,리마스터 아이디 한글자
541,겨울날,외자 아이디 비쌈? ㅋㅋ
542,락샤샤777,천국 득!!!
543,락샤샤777,닉 평가해드림
544,후미륵,초월자 <<<< 캐릭이..
545,세븐티핑거스,SSS급 닉네임 득
546,시골촌뇬,데스나이섭 사전생성 아이디
547,수고,갖고싶은 아뒤를 못갖었다..
548,만슈르,캐릭명 선택좀
549,e2002lklk,런처가실행이안되요 도와주세요 ㅠㅠ
550,bunny님,데스서버 캐릭터 생성 제한 ㄷㄷㄷ
551,히히,리마스터 닉네임
552,마한,만든 아디중에 어떤게 나은지봐주셈
553,다크프린세스,닉네임 사는사람있나요?
554,카이도우s,아이디 어떤가요?
555,e2002lklk,리니지 nc런처 실행이안됨..
556,1njecsion,이정도면 S급 아니여도 A급??
557,아프리카주성,리니지 리마스터 외자 닉네임 사실분계시나요?..
558,티코,리마스터 신서버 닉 이리만듬.
559,겨울날,피니지 법사는 어때유?
560,티코,형들 리니지 리마스터 신서버 이름뭐야?
561,김용범,기사단징표 리마스터에서
562,원조할매국밥,다엘 활착용가능?
563,귀혼,"보안서비스 OTP인증, NC인증, 기기등록중.."
564,한방에굿샷,행님들 린1 무과금은 겜 못할정도임??
565,1njecsion,형들 린m 유저인데 신서버나오면 직업 뭐가좋..
566,Spiker,행님들 상품권좀 살라카는데
567,웃을수있을까,행님들 이겜은 랭커 캐릭터 두개 이상 소유하..
568,즐겜유저키엘,복귀유저 다시키워 볼까하는데요
569,김용범,기사단세트 아직도되나여?
570,임설,린m 사전쿠폰있으신분계실까요..
571,leiss,데쓰나이트 추억하며
572,장독대장,정민철 스카우터 - 변우혁편
573,투향,9파장 vs 8신묘활
574,모리하루,비수는 좋은거 알겠는데 진레이는 어떤지 궁금..
575,아리온2,아이템 문의
576,푸근아범,리마스터한다길래 오랫만에 왔더니 NC 여전히..
577,뿔맛좀봐라,린엠에서는 아인 정액제가 나왔네
578,Dejavu,리니지m 신서버 초반공략
579,때배1,데이 플
580,맷돌마을,리니지 리마스터 추억에 이끌려 다시 시작해보..
581,바람아윽,복귀생각중입니다 ㅎ
582,A335P91,와 지배부적 진짜 스트레스네요.
583,스완키팬츠,요즘 트라하 이야기가 많네요.
584,비리,보딱이 한번 탈출하게 마격좀요 이니쏴드림~
585,몹시섹시,형님들은 과금 어느정도 하셨나요
586,방성민,리마스터 혈마크 만드는법 아시는분
587,왕떡규,리마스터하고있는데 49부터 퀘스트
588,Arek2,리마 출시하면 기존 리니지는 없어지나요?
589,이참새야,파푸3섭임<<이놈 다이아판매사기꾼
590,상열제,다들 새해복많이받으세요~
591,Roah,플레이 서포트 완.전.정.복!
592,Roah,인벤 기사 '좋아요' 기능 추가 및 공유하기..
593,내인생game,리m vs 피씨리마스터
594,안타4섭요,안타4섭 막피로 재미볼분 오세요
595,나는염소다,게이밍데스크 관련
596,전사하벨,직장인입니다. 리마스터 할수있나요?
597,innu2919,'대리게임 처벌법'
598,꽃미남등장,아이템 시세 알아볼만한곳 없을까요??
599,이도세자,리니지 리마스터언제되냐구 ㅠㅠ
600,와따나베,리마스터?
601,상현이는원빈,린엠하다 리니지복귀한지 3개월차 질문받는다
602,Roah,리니지 인벤이 리뉴얼 되었습니다
603,이도세자,리마스터 본섭 언제되냐
604,와따나베,전섭 단톡방 찾았습니다.
605,ㅊㅇㄴ,린엠 고객센터 막장운영 지리노
606,부끄덩21,인벤레벨업어케하나요
607,남극곰탕,마격점 주세여~~크리시 2천이니 ㄳㄳ
608,23424234,레어 아이디 요즘.. 사는사람있나여?
609,분격,마격
610,워니1898,리마스트 카베 사가라
611,Donguri11,린지 고수님들 간단한 질문좀요~
612,클라우드원,잘난 혈맹 혈원 모집해요^-^(전투.친목)
613,0914,다 좋은데 비싸서 못하겠습니다 솔직
614,블랙위자드,리마스터 망겜 팩트
615,커피박사,리니지 7년만에 복귀했는데 캐릭이 엄청 작아..
616,사랑은미친거,재발 부탁드립니다 형님들 혈마크 하는법과 사..
617,중화요리,리마스터 말이 많은데 포인트는 이거 같음.
618,고집남,게임 케릭터 아이디 변경은 어떻게 하나요?
619,샌디브릿지,피니지 하려면 얼마나 박아야됨?
620,무과금,지금 제일 꿀빨수있는 캐릭은 뭔가요?
621,Roah,12/27 리마스터 패치노트
622,Roah,플레이 서포트 실행 방법과 기능 소개
623,Roah,리마스터 이벤트 서버 19시 오픈 예정
624,Roah,리마스터 이벤트 서버 설치 방법
625,재이와행이,악세 40장 후기
626,황닭,12월에 나온다더니 30일에 나올각이구만  ..
627,사라진심장,지금 캐릭 파는사람들 꿀팁
628,캔낫,형들 리니지랑 관련없는애기인대
629,Raidops,린M 하다 잼써서 피니지해볼까 하는데요
630,웨딩싱어,리마스터는 새로운 게임인가요?
631,리니지애미다,야 나 린앰하던 형인데
632,아임로얄,리마스터 질문.....모바일..
633,개선수,군주 스탯에 대해서 의견주세요
634,Lee태공,리마스터 질문좀 드립니다.
635,라면꽁꽁,아 진짜 어디다 초점을 둬야되는거야...
636,산동네,환술사 어떤가요?
637,시큼한신드라,리니지 2m 소식은 들으셨어요??
638,아수다라,아....법사 올마한게 아깝다..
639,샤샤킴,안한지 한참된게임
640,Bryankim,리니지 리마스터 할려고 하는데
641,Hic,리니지 처음유저 서버질문있습니다.
642,Worldbest01,대학생 과제를 위한 설문조사입니다. 참여해주..
643,오시훈,리니지해보려햐는데요
644,오시훈,리니지해보려햐는데요
645,엄대장,지금축4용반
646,오크족방패,님들 지금 본섭에서도 앱솔블레이드 제작가능하..
647,치킨사줘요,린2M 출시된다는 소식이 들리네요
648,Outsiderse,혹시 리니지2도 하시는 분 있나여?
649,클럽,리니지 처음시작해보려는데 질문있습니다 답변 ..
650,뿌뿌팡,아무 생각없이 연락했다가 돈생겼네 ;;
651,누리노리,리니지2M 추가 정보
652,치킨사줘요,다들 린2M 트레일러영상 보셨나요
653,오크에살으리,ㅣ첵책
654,은비S2,섭게에 5번 올렸는데 삭제 댔어영... 어레..
655,anonima,리니지 하다가 뉴스좀 봤는데; 여호와의 증인..
656,파란우산도,놀면 머하노 형들 이거해보자
657,도르흑도르,형들 취약속성 무기 질문좀요
658,홍레기,리니지1 베타테스트때 해보신분있으려나?
659,판알못,리니지 사람 진짜 많이 빠졌다
660,캔낫,형님들 조언좀
661,뿔맛좀봐라,와 역시 다솜 킹아더 조합은 지리구먼 ㅋㅋ
662,메카와우,피니지 처음해보려하는데요
663,한대종,군주캐릭 5억으로 장비 세팅좀여 ㅠㅠ
664,스피릿,리니지 계정 팔려고 하는데 어떻게 해야할지...
665,뿔맛좀봐라,린엠 신규 클래스 이벤트 혜택 정도면 다시 ..
666,힌데민트,복귀유저입니다... 10진싸대검vs7나발
667,M자머리,리니지 아재들 제말좀 들어주십쇼..
668,므머므,피닉스 65랩 요정 축7푸귀 팔릴까요..
669,뿔맛좀봐라,피니지에서 용기사는 어떰??
670,비밀로할게요,전사~
671,프로젝트tl,프로젝트tl
672,Drham,하앍..... 빨게요 >_<  마..
673,닉클,맛점
674,깔끔한남자,마격 부탁드립니다~~~99프로 입니다~~~
675,닉클,굳밤
676,깔끔한남자,마격 부탁드립니다~~~
677,에라카오스,리니지와 리니지2는 얼마를 현질을 해야하고 ..
678,미라지s,"불도그 경찰,검찰등 고발 자료 수집합니다."
679,깔끔한남자,마격 부탁드립니다~~~
680,머해,빨개요~~★ 마격주세요 !!
681,조정석,마격좀 부탁드립니다
682,엣지쑥,리니지m 생존신고
683,깔끔한남자,마격 부탁드립니다~~~
684,호옹호잉,리니지복귀 군터섭 그림리퍼섭?
685,복룡선생,사기꾼 목소리. 아이템 사기 당하신분들 꼭 ..
686,뿔맛좀봐라,피니지에는 언제쯤 총사 생길까..
687,나무씨,빨게요!!마격발사기 장착완료!!(조공짤)
688,초천재미남,간만에 렙업시기가 왔네요. 마격 좀 해주세요..
689,뿔맛좀봐라,똘끼 린엠 근황
690,동우나이츠,걍 뜬금없이 ㅋㅋ 생각나서
691,모르게쒀효,인벤렙업 오케올리나요
692,지옥불칼날,안녕 놀러왔엉 ~
693,드락,리니지인벤은 조용하네
694,김용범,진패셋이 뭔가요
695,김용범,무자본요정  할수이슬가요?
696,택흔이,9빛나는완력의티셔츠 이거 판별좀요
697,깨로미,사실 신규는 어디서 재미를 찾아야할지 모르겠..
698,두송이,빨개요
699,겜마법사,영혼집행12개 질러서 3개 뜬 썰입니다.
700,거침다루,군터서버 정리
701,아리샤초보,고대의 정령의 수정은 어디에쓰이나요?
702,누신들의모임,리니지 생초보 직업추천좀해주세요
703,법사의노하우,리니지
704,레몬첼로,급합니다 깡통인가요?
705,뿔맛좀봐라,린엠 총사 다들 어디까지 키우심??
706,카디로스,필리핀 작업장 관심있는분
707,데스7섭응급,데스나이트7서버 7체가 팜니다
708,상크밍,서버 어디할지 의문입니다 ㅠ
709,명예얼라,"네이버 실검 ""인벤"""
710,미포별갓챔,리니지 시세 어떻게 아시나요??
711,엔c,리니지 몇십년만에 다시 할려는데..
712,여러분안녕,와우인벤 메갈사건 터짐
713,버블란,부주합니다
714,풀고,전사 초기스텟
715,에락,리니지가 안깔립니다..
716,Astonishing,형님들 저 수행평가하는데 설문좀 부탁드립니다
717,앙뚜앙뚜앙,이제 접어야할때
718,클로데,리니지 월 유지비 평균 얼마들어가나요?
719,다니엘헤녀,리니지 현질없이 가능한가요?
720,주영준님,형님들 질문좀요
721,롤이랑께,본 서버에서는 사용할 수 없는 이용권 입니다..
722,칼렌v,데스나이트가 등장할때 챗창에 뭐라고하나요?
723,꼬르르꼬,제가 시작한 리니지는 몇년도 인가요?
724,청룡랑,그림리퍼 망섭 뇌피셜
725,호삐앙,그림리퍼서버 부주합니다.
726,로레아,그림리퍼섭 시작하려면 준비물이 뭐가 필요한가..
727,홍이장,리니지 레벨99면 높은건가요?
728,촉살님,형님들 낚시질문이요
729,미녀달려,●형님들 3분동안 웃고가시죠 영상입니다
730,Onzk,사냥터 질문요
731,미덴,완전 신규 유저입니다. 진패키지 구매후 인장..
732,파란안타,리니지m 만 조금 해보고 리니지1 쌩판 첨해..
733,비루비루,진패지르고하기엔 용기사랑 전사중 뭐가좋나요
734,Thrall,마격점 부탁해여~~
735,때배1,거미줄
736,하얀x마음,마격 부탁드립니다.
737,사루토비,복귀유저 질문
738,분격,마격
739,닝기리뽕뽕,형들 나 마격좀 줘
740,닝기리뽕뽕,형들 나 마격좀 줘
741,IMs,불요정 초반스텟 장비 추천 부탁드릴게여~~
742,비극무천,금수저전형 수시폐지 정시확대 청와대 청원
743,댜냘댠,오늘은 되는날인가 ?
744,절대강조,복귀유저 질문좀
745,나바알,페어리의가호 데스힐적용?
746,로지보리,형들 안녕하세요 놀러왔습니다 ㅎ
747,우헤헤히,리니지 변신관련질문  사람 잇나요?
748,가을새벽,리니지vs리니지m
749,빔나이트,어렵다어려워.
750,때배1,디스날리기
751,리세만사백번,추억의리니지썰을풀어볼까해.#1화
752,때배1,요판러쉬 어플ㅋ
753,두닭,리니지1  린델서버 혈원구합니다
754,광명이온,형님들.. 마격좀 주세여.. ㅠ
755,토린해달,마격 크리당 2000이니 드려용~~!
756,갓파파,그랑카인 기사 실화임?
757,hwan0205,[청원]방송에서 남성을 성희롱하는 것을 그만..
758,강력한아이,리니지 다시 시작해보려고 하는데요
759,어둠의개수작,언제 서버 열림??
760,쮸얚뮤,google41 리니지 다이아 먹튀 33만원..
761,유진oo,일반유저 아덴 수입 얼마나 되나요 ?
762,이프로입니다,리니지 오랜만에 복귀하려는데여~
763,법성누님,초보존 개편 좋네요ㅋ
764,인민무력부,즐거운 주말 되세여 렙업하고 싶네요
765,두송이,빨개요
766,달이되고픈,다이아 사기 조심하세요
767,캡틴왕,부주합니다
768,넬예,리니지 쌩판 처음시작하는 초보입니다..
769,커스텀,리니지 입문 조언부탁드립니다
770,눈떠보니달라,어레인섭 부주 구합니다.
771,아보키,신섭 언제 나올거 같나요??
772,닌자거북이,형들 리니지 시작할라하는데
773,지존아라,리니지 오크서버 5만코인(선물식)팝니다
774,세계적인미남,9마족크로우 들고있는 계정이 거래가 될까요?
775,홀뤽,카톡아이디 ekdi9  다이아 사기요
776,요정영변사요,이거 브금15분35초에나오는거제목좀
777,세학왕자,음냠
778,김구태,다엘 장비 셋팅
779,우야꼬,메리 크리스마스ㅋㅋ
